"hotspot_id","timestamp","filt_thermal16","filt_thermal8","filt_color","x_pos","y_pos","thumb_left","thumb_top","thumb_right","thumb_bottom","hotspot_type","species_id"
"79664","20160422011852.042GMT","CHESS_FL12_C_160422_011852.042_THERM-16BIT.PNG","CHESS_FL12_C_160422_011852.042_THERM-8-BIT.JPG","CHESS_FL12_C_160422_011852.042_COLOR-8-BIT.JPG",422,371,3636,2572,4148,3084,"Animal","Ringed Seal"
"79665","20160422011902.058GMT","CHESS_FL12_C_160422_011902.058_THERM-16BIT.PNG","CHESS_FL12_C_160422_011902.058_THERM-8-BIT.JPG","CHESS_FL12_C_160422_011902.058_COLOR-8-BIT.JPG",201,288,1384,2139,1896,2651,"Animal","Bearded Seal"
"79666","20160422011902.058GMT","CHESS_FL12_C_160422_011902.058_THERM-16BIT.PNG","CHESS_FL12_C_160422_011902.058_THERM-8-BIT.JPG","CHESS_FL12_C_160422_011902.058_COLOR-8-BIT.JPG",395,331,3445,2560,3957,3072,"Animal","Bearded Seal"
"79667","20160422011949.323GMT","CHESS_FL12_C_160422_011949.323_THERM-16BIT.PNG","CHESS_FL12_C_160422_011949.323_THERM-8-BIT.JPG","CHESS_FL12_C_160422_011949.323_COLOR-8-BIT.JPG",233,148,1718,731,2230,1243,"Animal","Bearded Seal"
"79670","20160422012039.872GMT","CHESS_FL12_C_160422_012039.872_THERM-16BIT.PNG","CHESS_FL12_C_160422_012039.872_THERM-8-BIT.JPG","CHESS_FL12_C_160422_012039.872_COLOR-8-BIT.JPG",295,132,2310,298,2822,810,"Animal","Bearded Seal"
"79687","20160422013008.239GMT","CHESS_FL12_C_160422_013008.239_THERM-16BIT.PNG","CHESS_FL12_C_160422_013008.239_THERM-8-BIT.JPG","CHESS_FL12_C_160422_013008.239_COLOR-8-BIT.JPG",219,305,1587,2429,2099,2941,"Animal","Ringed Seal"
"79688","20160422013142.090GMT","CHESS_FL12_C_160422_013142.090_THERM-16BIT.PNG","CHESS_FL12_C_160422_013142.090_THERM-8-BIT.JPG","CHESS_FL12_C_160422_013142.090_COLOR-8-BIT.JPG",466,93,4171,237,4683,749,"Animal","Ringed Seal"
"79690","20160422013503.463GMT","CHESS_FL12_C_160422_013503.463_THERM-16BIT.PNG","CHESS_FL12_C_160422_013503.463_THERM-8-BIT.JPG","CHESS_FL12_C_160422_013503.463_COLOR-8-BIT.JPG",520,438,4858,4082,5370,4594,"Animal","Ringed Seal"
"79691","20160422013529.399GMT","CHESS_FL12_C_160422_013529.399_THERM-16BIT.PNG","CHESS_FL12_C_160422_013529.399_THERM-8-BIT.JPG","CHESS_FL12_C_160422_013529.399_COLOR-8-BIT.JPG",303,356,2458,2806,2970,3318,"Animal","Ringed Seal"
"79694","20160422014653.057GMT","CHESS_FL12_C_160422_014653.057_THERM-16BIT.PNG","CHESS_FL12_C_160422_014653.057_THERM-8-BIT.JPG","CHESS_FL12_C_160422_014653.057_COLOR-8-BIT.JPG",57,250,-155,1863,357,2375,"Animal","Ringed Seal"
"249697","20160421211352.195GMT","CHESS_FL12_P_160421_211352.195_THERM-16BIT.PNG","CHESS_FL12_P_160421_211352.195_THERM-8-BIT.JPG","CHESS_FL12_P_160421_211352.967_COLOR-8-BIT.JPG",334,31,3097,1065,3609,1577,"Animal","Ringed Seal"
"249699","20160421212630.719GMT","CHESS_FL12_P_160421_212630.719_THERM-16BIT.PNG","CHESS_FL12_P_160421_212630.719_THERM-8-BIT.JPG","CHESS_FL12_P_160421_212631.482_COLOR-8-BIT.JPG",173,17,1021,1718,1533,2230,"Animal","Ringed Seal"
"250058","20160421212845.108GMT","CHESS_FL12_P_160421_212845.108_THERM-16BIT.PNG","CHESS_FL12_P_160421_212845.108_THERM-8-BIT.JPG","CHESS_FL12_P_160421_212845.108_COLOR-8-BIT.JPG",400,201,4012,962,4524,1474,"Animal","Ringed Seal"
"250059","20160421212906.282GMT","CHESS_FL12_P_160421_212906.282_THERM-16BIT.PNG","CHESS_FL12_P_160421_212906.282_THERM-8-BIT.JPG","CHESS_FL12_P_160421_212906.282_COLOR-8-BIT.JPG",139,253,803,1674,1315,2186,"Animal","Ringed Seal"
"250062","20160421213159.654GMT","CHESS_FL12_P_160421_213159.654_THERM-16BIT.PNG","CHESS_FL12_P_160421_213159.654_THERM-8-BIT.JPG","CHESS_FL12_P_160421_213159.654_COLOR-8-BIT.JPG",335,155,3220,253,3732,765,"Animal","Ringed Seal"
"250064","20160421213200.478GMT","CHESS_FL12_P_160421_213200.478_THERM-16BIT.PNG","CHESS_FL12_P_160421_213200.478_THERM-8-BIT.JPG","CHESS_FL12_P_160421_213200.478_COLOR-8-BIT.JPG",124,234,631,1327,1143,1839,"Animal","Ringed Seal"
"250068","20160421213350.122GMT","CHESS_FL12_P_160421_213350.122_THERM-16BIT.PNG","CHESS_FL12_P_160421_213350.122_THERM-8-BIT.JPG","CHESS_FL12_P_160421_213350.894_COLOR-8-BIT.JPG",317,49,2821,1921,3333,2433,"Animal","Ringed Seal"
"250070","20160421213525.355GMT","CHESS_FL12_P_160421_213525.355_THERM-16BIT.PNG","CHESS_FL12_P_160421_213525.355_THERM-8-BIT.JPG","CHESS_FL12_P_160421_213526.062_COLOR-8-BIT.JPG",389,89,3474,2386,3986,2898,"Animal","Ringed Seal"
"250071","20160421213635.775GMT","CHESS_FL12_P_160421_213635.775_THERM-16BIT.PNG","CHESS_FL12_P_160421_213635.775_THERM-8-BIT.JPG","CHESS_FL12_P_160421_213635.775_COLOR-8-BIT.JPG",332,130,3117,191,3629,703,"Animal","Ringed Seal"
"250074","20160421214025.387GMT","CHESS_FL12_P_160421_214025.387_THERM-16BIT.PNG","CHESS_FL12_P_160421_214025.387_THERM-8-BIT.JPG","CHESS_FL12_P_160421_214026.159_COLOR-8-BIT.JPG",394,89,3765,2211,4277,2723,"Animal","Ringed Seal"
"250081","20160421214805.630GMT","CHESS_FL12_P_160421_214805.630_THERM-16BIT.PNG","CHESS_FL12_P_160421_214805.630_THERM-8-BIT.JPG","CHESS_FL12_P_160421_214806.368_COLOR-8-BIT.JPG",81,106,326,1894,838,2406,"Animal","Ringed Seal"
"250082","20160421215031.445GMT","CHESS_FL12_P_160421_215031.445_THERM-16BIT.PNG","CHESS_FL12_P_160421_215031.445_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215031.934_COLOR-8-BIT.JPG",540,25,5821,565,6333,1077,"Animal","Ringed Seal"
"250085","20160421215247.883GMT","CHESS_FL12_P_160421_215247.883_THERM-16BIT.PNG","CHESS_FL12_P_160421_215247.883_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215247.883_COLOR-8-BIT.JPG",226,216,1721,1387,2233,1899,"Animal","Ringed Seal"
"250086","20160421215307.239GMT","CHESS_FL12_P_160421_215307.239_THERM-16BIT.PNG","CHESS_FL12_P_160421_215307.239_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215307.239_COLOR-8-BIT.JPG",560,103,5710,34,6222,546,"Animal","Ringed Seal"
"250089","20160421215703.086GMT","CHESS_FL12_P_160421_215703.086_THERM-16BIT.PNG","CHESS_FL12_P_160421_215703.086_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215703.086_COLOR-8-BIT.JPG",177,215,1073,1238,1585,1750,"Animal","Ringed Seal"
"250088","20160421215703.086GMT","CHESS_FL12_P_160421_215703.086_THERM-16BIT.PNG","CHESS_FL12_P_160421_215703.086_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215703.086_COLOR-8-BIT.JPG",230,211,1703,1181,2215,1693,"Animal","Ringed Seal"
"250091","20160421215748.943GMT","CHESS_FL12_P_160421_215748.943_THERM-16BIT.PNG","CHESS_FL12_P_160421_215748.943_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215749.793_COLOR-8-BIT.JPG",517,4,5623,876,6135,1388,"Animal","Ringed Seal"
"250092","20160421215754.673GMT","CHESS_FL12_P_160421_215754.673_THERM-16BIT.PNG","CHESS_FL12_P_160421_215754.673_THERM-8-BIT.JPG","CHESS_FL12_P_160421_215754.673_COLOR-8-BIT.JPG",92,417,-24,3648,488,4160,"Animal","Ringed Seal"
"250094","20160421220038.476GMT","CHESS_FL12_P_160421_220038.476_THERM-16BIT.PNG","CHESS_FL12_P_160421_220038.476_THERM-8-BIT.JPG","CHESS_FL12_P_160421_220038.476_COLOR-8-BIT.JPG",509,334,5206,2728,5718,3240,"Animal","Ringed Seal"
"250097","20160421220217.065GMT","CHESS_FL12_P_160421_220217.065_THERM-16BIT.PNG","CHESS_FL12_P_160421_220217.065_THERM-8-BIT.JPG","CHESS_FL12_P_160421_220217.065_COLOR-8-BIT.JPG",542,276,5666,2168,6178,2680,"Animal","Ringed Seal"
"250099","20160421220301.750GMT","CHESS_FL12_P_160421_220301.750_THERM-16BIT.PNG","CHESS_FL12_P_160421_220301.750_THERM-8-BIT.JPG","CHESS_FL12_P_160421_220301.750_COLOR-8-BIT.JPG",201,218,1550,1354,2062,1866,"Animal","Ringed Seal"
"250227","20160421221413.792GMT","CHESS_FL12_P_160421_221413.792_THERM-16BIT.PNG","CHESS_FL12_P_160421_221413.792_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221413.792_COLOR-8-BIT.JPG",359,233,3416,1529,3928,2041,"Anomaly",NA
"250232","20160421221421.248GMT","CHESS_FL12_P_160421_221421.248_THERM-16BIT.PNG","CHESS_FL12_P_160421_221421.248_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221421.248_COLOR-8-BIT.JPG",559,35,4298,88,4810,600,"Anomaly",NA
"250383","20160421221500.264GMT","CHESS_FL12_P_160421_221500.264_THERM-16BIT.PNG","CHESS_FL12_P_160421_221500.264_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221501.054_COLOR-8-BIT.JPG",432,34,4476,1616,4988,2128,"Anomaly",NA
"250481","20160421221519.358GMT","CHESS_FL12_P_160421_221519.358_THERM-16BIT.PNG","CHESS_FL12_P_160421_221519.358_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221519.358_COLOR-8-BIT.JPG",281,178,2428,835,2940,1347,"Anomaly",NA
"250947","20160421221722.903GMT","CHESS_FL12_P_160421_221722.903_THERM-16BIT.PNG","CHESS_FL12_P_160421_221722.903_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221723.696_COLOR-8-BIT.JPG",0,0,5710,2095,6222,2607,"Anomaly",NA
"250949","20160421221724.481GMT","CHESS_FL12_P_160421_221724.481_THERM-16BIT.PNG","CHESS_FL12_P_160421_221724.481_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221724.481_COLOR-8-BIT.JPG",217,143,1604,494,2116,1006,"Anomaly",NA
"250993","20160421221750.021GMT","CHESS_FL12_P_160421_221750.021_THERM-16BIT.PNG","CHESS_FL12_P_160421_221750.021_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221750.021_COLOR-8-BIT.JPG",518,189,5154,898,5666,1410,"Anomaly",NA
"250994","20160421221750.021GMT","CHESS_FL12_P_160421_221750.021_THERM-16BIT.PNG","CHESS_FL12_P_160421_221750.021_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221750.021_COLOR-8-BIT.JPG",468,224,4624,1194,5136,1706,"Anomaly",NA
"251000","20160421221759.340GMT","CHESS_FL12_P_160421_221759.340_THERM-16BIT.PNG","CHESS_FL12_P_160421_221759.340_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221759.340_COLOR-8-BIT.JPG",68,173,-140,513,372,1025,"Anomaly",NA
"251001","20160421221759.340GMT","CHESS_FL12_P_160421_221759.340_THERM-16BIT.PNG","CHESS_FL12_P_160421_221759.340_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221800.110_COLOR-8-BIT.JPG",238,101,2037,2966,2549,3478,"Anomaly",NA
"251058","20160421221919.771GMT","CHESS_FL12_P_160421_221919.771_THERM-16BIT.PNG","CHESS_FL12_P_160421_221919.771_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221919.771_COLOR-8-BIT.JPG",199,175,1384,774,1896,1286,"Animal","Ringed Seal"
"251059","20160421221948.964GMT","CHESS_FL12_P_160421_221948.964_THERM-16BIT.PNG","CHESS_FL12_P_160421_221948.964_THERM-8-BIT.JPG","CHESS_FL12_P_160421_221948.964_COLOR-8-BIT.JPG",419,161,3997,731,4509,1243,"Animal","Ringed Seal"
"251066","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",149,145,731,353,1243,865,"Animal","Ringed Seal"
"251063.1","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",257,109,2072,-16,2584,496,"Animal","Ringed Seal"
"251067","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",269,111,2209,0,2721,512,"Animal","Ringed Seal"
"251062","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",163,150,910,453,1422,965,"Animal","Ringed Seal"
"251068","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",225,121,1661,86,2173,598,"Animal","Ringed Seal"
"251064","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",106,180,237,774,749,1286,"Animal","Ringed Seal"
"251061","20160421222202.831GMT","CHESS_FL12_P_160421_222202.831_THERM-16BIT.PNG","CHESS_FL12_P_160421_222202.831_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222202.831_COLOR-8-BIT.JPG",272,102,2238,-92,2750,420,"Animal","Ringed Seal"
"251070","20160421222203.657GMT","CHESS_FL12_P_160421_222203.657_THERM-16BIT.PNG","CHESS_FL12_P_160421_222203.657_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222203.657_COLOR-8-BIT.JPG",576,120,5906,125,6418,637,"Animal","Ringed Seal"
"251072","20160421222203.657GMT","CHESS_FL12_P_160421_222203.657_THERM-16BIT.PNG","CHESS_FL12_P_160421_222203.657_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222203.657_COLOR-8-BIT.JPG",503,177,5015,786,5527,1298,"Animal","Ringed Seal"
"251076","20160421222308.913GMT","CHESS_FL12_P_160421_222308.913_THERM-16BIT.PNG","CHESS_FL12_P_160421_222308.913_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222309.676_COLOR-8-BIT.JPG",335,17,3532,1718,4044,2230,"Animal","Ringed Seal"
"251087","20160421222908.051GMT","CHESS_FL12_P_160421_222908.051_THERM-16BIT.PNG","CHESS_FL12_P_160421_222908.051_THERM-8-BIT.JPG","CHESS_FL12_P_160421_222908.051_COLOR-8-BIT.JPG",58,404,-238,3756,274,4268,"Animal","Ringed Seal"
"251098.2","20160421223052.503GMT","CHESS_FL12_P_160421_223052.503_THERM-16BIT.PNG","CHESS_FL12_P_160421_223052.503_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223052.503_COLOR-8-BIT.JPG",449,297,4563,2182,5075,2694,"Animal","Ringed Seal"
"251100","20160421223052.503GMT","CHESS_FL12_P_160421_223052.503_THERM-16BIT.PNG","CHESS_FL12_P_160421_223052.503_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223052.503_COLOR-8-BIT.JPG",429,259,4329,1734,4841,2246,"Animal","Ringed Seal"
"251101","20160421223052.503GMT","CHESS_FL12_P_160421_223052.503_THERM-16BIT.PNG","CHESS_FL12_P_160421_223052.503_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223052.503_COLOR-8-BIT.JPG",469,442,4793,3984,5305,4496,"Animal","Ringed Seal"
"251099","20160421223052.503GMT","CHESS_FL12_P_160421_223052.503_THERM-16BIT.PNG","CHESS_FL12_P_160421_223052.503_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223052.503_COLOR-8-BIT.JPG",385,136,3803,217,4315,729,"Animal","Ringed Seal"
"251103","20160421223157.260GMT","CHESS_FL12_P_160421_223157.260_THERM-16BIT.PNG","CHESS_FL12_P_160421_223157.260_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223158.048_COLOR-8-BIT.JPG",204,77,1297,2516,1809,3028,"Animal","Ringed Seal"
"251104","20160421223216.575GMT","CHESS_FL12_P_160421_223216.575_THERM-16BIT.PNG","CHESS_FL12_P_160421_223216.575_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223216.575_COLOR-8-BIT.JPG",559,137,5899,368,6411,880,"Animal","Ringed Seal"
"251108","20160421223401.881GMT","CHESS_FL12_P_160421_223401.881_THERM-16BIT.PNG","CHESS_FL12_P_160421_223401.881_THERM-8-BIT.JPG","CHESS_FL12_P_160421_223401.881_COLOR-8-BIT.JPG",459,116,4644,328,5156,840,"Animal","Ringed Seal"
"251113","20160421224101.175GMT","CHESS_FL12_P_160421_224101.175_THERM-16BIT.PNG","CHESS_FL12_P_160421_224101.175_THERM-8-BIT.JPG","CHESS_FL12_P_160421_224101.175_COLOR-8-BIT.JPG",426,212,4276,1239,4788,1751,"Animal","Ringed Seal"
"251116","20160421224258.017GMT","CHESS_FL12_P_160421_224258.017_THERM-16BIT.PNG","CHESS_FL12_P_160421_224258.017_THERM-8-BIT.JPG","CHESS_FL12_P_160421_224258.017_COLOR-8-BIT.JPG",583,301,6045,2401,6557,2913,"Animal","Ringed Seal"
"251121","20160421224451.876GMT","CHESS_FL12_P_160421_224451.876_THERM-16BIT.PNG","CHESS_FL12_P_160421_224451.876_THERM-8-BIT.JPG","CHESS_FL12_P_160421_224451.876_COLOR-8-BIT.JPG",585,161,6160,789,6672,1301,"Animal","Ringed Seal"
"251122","20160421224515.031GMT","CHESS_FL12_P_160421_224515.031_THERM-16BIT.PNG","CHESS_FL12_P_160421_224515.031_THERM-8-BIT.JPG","CHESS_FL12_P_160421_224515.031_COLOR-8-BIT.JPG",447,129,4473,427,4985,939,"Animal","Ringed Seal"
"251129","20160421225025.147GMT","CHESS_FL12_P_160421_225025.147_THERM-16BIT.PNG","CHESS_FL12_P_160421_225025.147_THERM-8-BIT.JPG","CHESS_FL12_P_160421_225025.885_COLOR-8-BIT.JPG",226,65,1544,2240,2056,2752,"Animal","Ringed Seal"
"251130","20160421225219.212GMT","CHESS_FL12_P_160421_225219.212_THERM-16BIT.PNG","CHESS_FL12_P_160421_225219.212_THERM-8-BIT.JPG","CHESS_FL12_P_160421_225219.212_COLOR-8-BIT.JPG",130,279,710,1874,1222,2386,"Animal","Ringed Seal"
"251133","20160421225442.627GMT","CHESS_FL12_P_160421_225442.627_THERM-16BIT.PNG","CHESS_FL12_P_160421_225442.627_THERM-8-BIT.JPG","CHESS_FL12_P_160421_225442.627_COLOR-8-BIT.JPG",358,412,3424,3551,3936,4063,"Animal","Ringed Seal"
"251134","20160421225542.476GMT","CHESS_FL12_P_160421_225542.476_THERM-16BIT.PNG","CHESS_FL12_P_160421_225542.476_THERM-8-BIT.JPG","CHESS_FL12_P_160421_225542.476_COLOR-8-BIT.JPG",242,202,2036,1029,2548,1541,"Animal","Ringed Seal"
"251135","20160421225721.074GMT","CHESS_FL12_P_160421_225721.074_THERM-16BIT.PNG","CHESS_FL12_P_160421_225721.074_THERM-8-BIT.JPG","CHESS_FL12_P_160421_225721.074_COLOR-8-BIT.JPG",518,231,5376,1689,5888,2201,"Animal","Ringed Seal"
"251138","20160421225754.103GMT","CHESS_FL12_P_160421_225754.103_THERM-16BIT.PNG","CHESS_FL12_P_160421_225754.103_THERM-8-BIT.JPG","CHESS_FL12_P_160421_225754.103_COLOR-8-BIT.JPG",566,93,5942,-82,6454,430,"Animal","Ringed Seal"
"251142","20160421230411.587GMT","CHESS_FL12_P_160421_230411.587_THERM-16BIT.PNG","CHESS_FL12_P_160421_230411.587_THERM-8-BIT.JPG","CHESS_FL12_P_160421_230411.587_COLOR-8-BIT.JPG",508,181,5170,992,5682,1504,"Animal","Ringed Seal"
"251143","20160421230415.018GMT","CHESS_FL12_P_160421_230415.018_THERM-16BIT.PNG","CHESS_FL12_P_160421_230415.018_THERM-8-BIT.JPG","CHESS_FL12_P_160421_230415.018_COLOR-8-BIT.JPG",237,233,1866,1482,2378,1994,"Animal","Ringed Seal"
"251146","20160421230734.883GMT","CHESS_FL12_P_160421_230734.883_THERM-16BIT.PNG","CHESS_FL12_P_160421_230734.883_THERM-8-BIT.JPG","CHESS_FL12_P_160421_230734.883_COLOR-8-BIT.JPG",104,119,272,-130,784,382,"Animal","Ringed Seal"
"251151","20160421231318.794GMT","CHESS_FL12_P_160421_231318.794_THERM-16BIT.PNG","CHESS_FL12_P_160421_231318.794_THERM-8-BIT.JPG","CHESS_FL12_P_160421_231318.794_COLOR-8-BIT.JPG",217,193,1761,1108,2273,1620,"Animal","Ringed Seal"
"251154","20160421231719.209GMT","CHESS_FL12_P_160421_231719.209_THERM-16BIT.PNG","CHESS_FL12_P_160421_231719.209_THERM-8-BIT.JPG","CHESS_FL12_P_160421_231719.734_COLOR-8-BIT.JPG",566,46,5710,905,6222,1417,"Animal","Ringed Seal"
"251155","20160421231750.668GMT","CHESS_FL12_P_160421_231750.668_THERM-16BIT.PNG","CHESS_FL12_P_160421_231750.668_THERM-8-BIT.JPG","CHESS_FL12_P_160421_231750.668_COLOR-8-BIT.JPG",429,122,4326,-21,4838,491,"Animal","Ringed Seal"
"251156","20160421231848.042GMT","CHESS_FL12_P_160421_231848.042_THERM-16BIT.PNG","CHESS_FL12_P_160421_231848.042_THERM-8-BIT.JPG","CHESS_FL12_P_160421_231848.697_COLOR-8-BIT.JPG",312,35,2632,2095,3144,2607,"Animal","Ringed Seal"
"251157","20160421231853.931GMT","CHESS_FL12_P_160421_231853.931_THERM-16BIT.PNG","CHESS_FL12_P_160421_231853.931_THERM-8-BIT.JPG","CHESS_FL12_P_160421_231853.931_COLOR-8-BIT.JPG",178,220,1211,1459,1723,1971,"Animal","Ringed Seal"
"251160","20160421232202.523GMT","CHESS_FL12_P_160421_232202.523_THERM-16BIT.PNG","CHESS_FL12_P_160421_232202.523_THERM-8-BIT.JPG","CHESS_FL12_P_160421_232202.523_COLOR-8-BIT.JPG",447,226,4534,1427,5046,1939,"Animal","Ringed Seal"
"251161","20160421232718.326GMT","CHESS_FL12_P_160421_232718.326_THERM-16BIT.PNG","CHESS_FL12_P_160421_232718.326_THERM-8-BIT.JPG","CHESS_FL12_P_160421_232718.326_COLOR-8-BIT.JPG",430,324,4127,2647,4639,3159,"Animal","Ringed Seal"
"251166","20160421233427.605GMT","CHESS_FL12_P_160421_233427.605_THERM-16BIT.PNG","CHESS_FL12_P_160421_233427.605_THERM-8-BIT.JPG","CHESS_FL12_P_160421_233427.605_COLOR-8-BIT.JPG",252,360,2004,3162,2516,3674,"Animal","Ringed Seal"
"251168","20160421233705.779GMT","CHESS_FL12_P_160421_233705.779_THERM-16BIT.PNG","CHESS_FL12_P_160421_233705.779_THERM-8-BIT.JPG","CHESS_FL12_P_160421_233705.779_COLOR-8-BIT.JPG",0,0,3872,344,4384,856,"Anomaly",NA
"251169","20160421233805.414GMT","CHESS_FL12_P_160421_233805.414_THERM-16BIT.PNG","CHESS_FL12_P_160421_233805.414_THERM-8-BIT.JPG","CHESS_FL12_P_160421_233805.414_COLOR-8-BIT.JPG",469,171,4674,857,5186,1369,"Animal","Ringed Seal"
"251172","20160421233832.960GMT","CHESS_FL12_P_160421_233832.960_THERM-16BIT.PNG","CHESS_FL12_P_160421_233832.960_THERM-8-BIT.JPG","CHESS_FL12_P_160421_233832.960_COLOR-8-BIT.JPG",284,377,2403,3344,2915,3856,"Animal","Ringed Seal"
"251173","20160421233930.773GMT","CHESS_FL12_P_160421_233930.773_THERM-16BIT.PNG","CHESS_FL12_P_160421_233930.773_THERM-8-BIT.JPG","CHESS_FL12_P_160421_233931.624_COLOR-8-BIT.JPG",365,87,3724,2396,4236,2908,"Animal","Ringed Seal"
"251175","20160421234126.600GMT","CHESS_FL12_P_160421_234126.600_THERM-16BIT.PNG","CHESS_FL12_P_160421_234126.600_THERM-8-BIT.JPG","CHESS_FL12_P_160421_234126.600_COLOR-8-BIT.JPG",198,437,1316,3880,1828,4392,"Animal","Bearded Seal"
"251176","20160421234402.718GMT","CHESS_FL12_P_160421_234402.718_THERM-16BIT.PNG","CHESS_FL12_P_160421_234402.718_THERM-8-BIT.JPG","CHESS_FL12_P_160421_234402.718_COLOR-8-BIT.JPG",245,197,1988,1273,2500,1785,"Animal","Ringed Seal"
"251179","20160421234756.506GMT","CHESS_FL12_P_160421_234756.506_THERM-16BIT.PNG","CHESS_FL12_P_160421_234756.506_THERM-8-BIT.JPG","CHESS_FL12_P_160421_234756.506_COLOR-8-BIT.JPG",191,214,1331,1403,1843,1915,"Animal","Ringed Seal"
"251181","20160421234809.128GMT","CHESS_FL12_P_160421_234809.128_THERM-16BIT.PNG","CHESS_FL12_P_160421_234809.128_THERM-8-BIT.JPG","CHESS_FL12_P_160421_234809.128_COLOR-8-BIT.JPG",288,296,2387,2425,2899,2937,"Animal","Ringed Seal"
"251185","20160421235515.655GMT","CHESS_FL12_P_160421_235515.655_THERM-16BIT.PNG","CHESS_FL12_P_160421_235515.655_THERM-8-BIT.JPG","CHESS_FL12_P_160421_235515.655_COLOR-8-BIT.JPG",565,360,5656,3226,6168,3738,"Anomaly",NA
"251188","20160421235515.655GMT","CHESS_FL12_P_160421_235515.655_THERM-16BIT.PNG","CHESS_FL12_P_160421_235515.655_THERM-8-BIT.JPG","CHESS_FL12_P_160421_235515.655_COLOR-8-BIT.JPG",541,334,5266,2866,5778,3378,"Anomaly",NA
"251187","20160421235515.655GMT","CHESS_FL12_P_160421_235515.655_THERM-16BIT.PNG","CHESS_FL12_P_160421_235515.655_THERM-8-BIT.JPG","CHESS_FL12_P_160421_235515.655_COLOR-8-BIT.JPG",561,345,5638,2205,6150,2717,"Anomaly",NA
"251186","20160421235515.655GMT","CHESS_FL12_P_160421_235515.655_THERM-16BIT.PNG","CHESS_FL12_P_160421_235515.655_THERM-8-BIT.JPG","CHESS_FL12_P_160421_235515.655_COLOR-8-BIT.JPG",568,349,5724,3024,6236,3536,"Anomaly",NA
"251190","20160422000047.402GMT","CHESS_FL12_P_160422_000047.402_THERM-16BIT.PNG","CHESS_FL12_P_160422_000047.402_THERM-8-BIT.JPG","CHESS_FL12_P_160422_000048.212_COLOR-8-BIT.JPG",504,41,5361,1544,5873,2056,"Animal","Ringed Seal"
"251212","20160422002414.293GMT","CHESS_FL12_P_160422_002414.293_THERM-16BIT.PNG","CHESS_FL12_P_160422_002414.293_THERM-8-BIT.JPG","CHESS_FL12_P_160422_002414.293_COLOR-8-BIT.JPG",501,95,5083,-125,5595,387,"Animal","Ringed Seal"
"251211","20160422002414.293GMT","CHESS_FL12_P_160422_002414.293_THERM-16BIT.PNG","CHESS_FL12_P_160422_002414.293_THERM-8-BIT.JPG","CHESS_FL12_P_160422_002415.067_COLOR-8-BIT.JPG",496,83,5173,2182,5685,2694,"Animal","Ringed Seal"
