id,color_image,thermal_image,hotspot_id,hotspot_type,species_id,species_confidence,fog,thermal_x,thermal_y,color_left,color_top,color_right,color_bottom, updated_left, updated_top, updated_right, updated_bottom, updated, status
-1,CHESS2016_N94S_FL23_C__20160517214449.092GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214448.022GMT_THERM-16BIT.PNG,197821,Duplicate,Bearded Seal,100%,No,0,0,2952,3198,3464,3710,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517214449.092GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214449.092GMT_THERM-16BIT.PNG,197822,Animal,Bearded Seal,100%,No,335,433,2792,3648,3304,4160,2994,3921,3125,3973,true,none
-1,CHESS2016_N94S_FL23_C__20160517214449.092GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214449.092GMT_THERM-16BIT.PNG,197823,Animal,Bearded Seal,100%,No,351,389,2956,3218,3468,3730,3165,3452,3281,3498,true,none
-1,CHESS2016_N94S_FL23_C__20160517214554.598GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214554.598GMT_THERM-16BIT.PNG,197828,Animal,Bearded Seal,Likely,No,521,168,4650,716,5162,1228,4864,979,4957,1023,true,none
-1,CHESS2016_N94S_FL23_C__20160517214629.176GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214629.176GMT_THERM-16BIT.PNG,197830,Animal,Bearded Seal,100%,No,231,297,1688,2273,2200,2785,1905,2470,1986,2590,true,none
-1,CHESS2016_N94S_FL23_C__20160517214629.176GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214629.176GMT_THERM-16BIT.PNG,197831,Animal,Bearded Seal,100%,No,151,166,847,876,1359,1388,1062,1087,1112,1221,true,none
-1,CHESS2016_N94S_FL23_C__20160517214629.176GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214629.176GMT_THERM-16BIT.PNG,197832,Animal,Bearded Seal,100%,No,253,176,1913,986,2425,1498,2121,1242,2226,1302,true,none
-1,CHESS2016_N94S_FL23_C__20160517214634.047GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214634.047GMT_THERM-16BIT.PNG,197833,Duplicate,Ringed Seal,100%,No,96,77,241,109,753,621,480,307,529,391,true,none
-1,CHESS2016_N94S_FL23_C__20160517214634.849GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214634.849GMT_THERM-16BIT.PNG,197834,Animal,Ringed Seal,100%,No,129,406,614,3373,1126,3885,830,3543,872,3622,true,none
-1,CHESS2016_N94S_FL23_C__20160517214650.477GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214650.477GMT_THERM-16BIT.PNG,197835,Animal,Ringed Seal,Likely,No,348,196,2937,1094,3449,1606,3166,1327,3207,1393,true,none
-1,CHESS2016_N94S_FL23_C__20160517214650.477GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214651.295GMT_THERM-16BIT.PNG,197836,Duplicate,Ringed Seal,Likely,No,367,496,2939,1103,3451,1615,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517214658.252GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214658.252GMT_THERM-16BIT.PNG,197837,Animal,Ringed Seal,100%,No,338,216,2806,1355,3318,1867,3040,1590,3075,1643,true,none
-1,CHESS2016_N94S_FL23_C__20160517214710.178GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214710.178GMT_THERM-16BIT.PNG,197838,Animal,Ringed Seal,100%,No,334,235,2649,1119,3161,1631,2870,1365,2933,1411,true,none
-1,CHESS2016_N94S_FL23_C__20160517214716.651GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214715.551GMT_THERM-16BIT.PNG,197840,Duplicate,Ringed Seal,Likely,No,311,2,2920,3007,3432,3519,3151,3255,3215,3288,true,removed
-1,CHESS2016_N94S_FL23_C__20160517214716.651GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214716.651GMT_THERM-16BIT.PNG,197841,Animal,Ringed Seal,Likely,No,358,409,2952,3039,3464,3551,3148,3254,3215,3288,true,none
-1,CHESS2016_N94S_FL23_C__20160517214726.142GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214726.142GMT_THERM-16BIT.PNG,197843,Duplicate,Ringed Seal,Likely,No,492,129,4396,622,4908,1134,4654,916,4711,975,true,none
-1,CHESS2016_N94S_FL23_C__20160517214726.142GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214726.142GMT_THERM-16BIT.PNG,197844,Duplicate,Ringed Seal,Likely,No,482,119,4319,584,4831,1096,4563,814,4596,876,true,none
-1,CHESS2016_N94S_FL23_C__20160517214726.142GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214726.868GMT_THERM-16BIT.PNG,197847,Animal,Ringed Seal,Likely,No,557,497,4752,1224,5264,1736,4980,1484,5048,1522,true,none
-1,CHESS2016_N94S_FL23_C__20160517214726.868GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214726.868GMT_THERM-16BIT.PNG,197845,Animal,Ringed Seal,Likely,No,527,445,4834,3908,5346,4420,5063,4130,5119,4189,true,none
-1,CHESS2016_N94S_FL23_C__20160517214726.868GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214726.868GMT_THERM-16BIT.PNG,197846,Animal,Ringed Seal,Likely,No,0,0,4736,3792,5248,4304,4972,4031,5004,4094,true,none
-1,CHESS2016_N94S_FL23_C__20160517214758.444GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214758.444GMT_THERM-16BIT.PNG,197850,Animal,Ringed Seal,Likely,No,113,89,456,133,968,645,693,364,729,427,true,none
-1,CHESS2016_N94S_FL23_C__20160517214812.068GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214811.286GMT_THERM-16BIT.PNG,197851,Animal,Bird,100%,No,234,29,1976,2086,2488,2598,-1,-1,-1,-1,false,none
-1,CHESS2016_N94S_FL23_C__20160517214812.068GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214812.068GMT_THERM-16BIT.PNG,197852,Animal,Bird,100%,No,257,263,2000,2136,2512,2648,-1,-1,-1,-1,false,none
-1,CHESS2016_N94S_FL23_C__20160517214816.183GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214816.183GMT_THERM-16BIT.PNG,197854,Animal,Ringed Seal,100%,No,394,263,3361,1345,3873,1857,3575,1584,3638,1620,true,none
-1,CHESS2016_N94S_FL23_C__20160517214846.164GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214846.164GMT_THERM-16BIT.PNG,197855,Animal,Ringed Seal,100%,No,211,389,1306,2967,1818,3479,1698,3074,1749,3105,true,none
-1,CHESS2016_N94S_FL23_C__20160517214854.605GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214853.645GMT_THERM-16BIT.PNG,197856,Animal,UNK Seal,Likely,No,114,31,905,3882,1417,4394,1247,4209,1269,4267,true,none
-1,CHESS2016_N94S_FL23_C__20160517214908.382GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214908.382GMT_THERM-16BIT.PNG,197857,Animal,Ringed Seal,Guess,No,628,225,5264,1358,5776,1870,6125,1631,6182,1677,true,none
-1,CHESS2016_N94S_FL23_C__20160517214920.195GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214920.195GMT_THERM-16BIT.PNG,197858,Duplicate,Ringed Seal,Likely,No,351,123,2955,391,3467,903,3187,737,3222,797,true,none
-1,CHESS2016_N94S_FL23_C__20160517214920.994GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214920.994GMT_THERM-16BIT.PNG,197859,Animal,Ringed Seal,Likely,No,377,423,3242,3677,3754,4189,3495,3925,3532,3984,true,none
-1,CHESS2016_N94S_FL23_C__20160517214940.083GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214940.083GMT_THERM-16BIT.PNG,197860,Animal,Bearded Seal,100%,No,411,455,3576,3315,4088,3827,3801,3518,3883,3616,true,none
-1,CHESS2016_N94S_FL23_C__20160517214943.948GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214943.948GMT_THERM-16BIT.PNG,197863,Animal,Bearded Seal,100%,No,0,0,4955,498,5467,1010,5167,749,5264,807,true,none
-1,CHESS2016_N94S_FL23_C__20160517214944.720GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517214944.720GMT_THERM-16BIT.PNG,197864,Duplicate,Bearded Seal,100%,No,559,452,5216,3721,5728,4233,5430,3964,5526,4019,true,none
-1,CHESS2016_N94S_FL23_C__20160517215011.515GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215010.820GMT_THERM-16BIT.PNG,197865,Animal,Bearded Seal,Guess,No,178,26,1413,2676,1925,3188,1616,2587,1652,2623,true,maybe_seal
-1,CHESS2016_N94S_FL23_C__20160517215011.515GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215011.515GMT_THERM-16BIT.PNG,197866,Animal,Bearded Seal,Guess,No,202,353,1384,2719,1896,3231,1605,2931,1678,2999,true,none
-1,CHESS2016_N94S_FL23_C__20160517215303.129GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215303.129GMT_THERM-16BIT.PNG,197868,Animal,Bearded Seal,100%,No,554,437,5158,3445,5670,3957,5318,3682,5442,3738,true,none
-1,CHESS2016_N94S_FL23_C__20160517215414.794GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215414.794GMT_THERM-16BIT.PNG,197869,Animal,Bearded Seal,100%,No,258,227,1965,1297,2477,1809,2228,1427,2317,1497,true,none
-1,CHESS2016_N94S_FL23_C__20160517215441.894GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215441.894GMT_THERM-16BIT.PNG,197870,Animal,Ringed Seal,Likely,No,576,128,5236,-232,5748,280,5464,3,5526,47,true,none
-1,CHESS2016_N94S_FL23_C__20160517215557.982GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215557.982GMT_THERM-16BIT.PNG,197871,Duplicate,Ringed Seal,Likely,No,446,50,3953,-97,4465,415,4190,66,4225,139,true,none
-1,CHESS2016_N94S_FL23_C__20160517215558.715GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215558.715GMT_THERM-16BIT.PNG,197872,Animal,Ringed Seal,Likely,No,476,366,4280,3080,4792,3592,4523,3297,4558,3376,true,none
-1,CHESS2016_N94S_FL23_C__20160517215622.178GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215622.178GMT_THERM-16BIT.PNG,197873,Animal,Ringed Seal,Likely,No,443,379,3920,2962,4432,3474,4152,3195,4209,3249,true,none
-1,CHESS2016_N94S_FL23_C__20160517215722.867GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215722.867GMT_THERM-16BIT.PNG,197874,Animal,Bearded Seal,100%,No,232,154,1700,1018,2212,1530,1928,1264,2050,1321,true,none
-1,CHESS2016_N94S_FL23_C__20160517215729.998GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215729.012GMT_THERM-16BIT.PNG,197875,Duplicate,Ringed Seal,Likely,No,297,24,2618,2647,3130,3159,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517215729.998GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215729.998GMT_THERM-16BIT.PNG,197876,Animal,Ringed Seal,Likely,No,312,345,2632,2690,3144,3202,2882,2890,2955,2917,true,none
-1,CHESS2016_N94S_FL23_C__20160517215811.102GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215810.114GMT_THERM-16BIT.PNG,197877,Duplicate,Bearded Seal,Guess,No,303,21,2429,3619,2941,4131,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517215811.102GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215811.102GMT_THERM-16BIT.PNG,197878,Animal,Bearded Seal,100%,No,285,430,2429,3590,2941,4102,2662,3855,2723,3930,true,none
-1,CHESS2016_N94S_FL23_C__20160517215826.315GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215826.315GMT_THERM-16BIT.PNG,197879,Duplicate,Bearded Seal,Likely,No,609,77,5714,-150,6226,362,5918,61,6001,146,true,none
-1,CHESS2016_N94S_FL23_C__20160517215827.126GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215827.126GMT_THERM-16BIT.PNG,197880,Animal,Bearded Seal,100%,No,234,262,1569,1874,2081,2386,1966,2120,2025,2215,true,none
-1,CHESS2016_N94S_FL23_C__20160517215827.126GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215827.126GMT_THERM-16BIT.PNG,197881,Animal,Bearded Seal,100%,No,627,386,5971,3198,6483,3710,6164,3450,6244,3521,true,none
-1,CHESS2016_N94S_FL23_C__20160517215902.255GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215901.149GMT_THERM-16BIT.PNG,197882,Duplicate,Ringed Seal,100%,No,367,27,2850,3721,3362,4233,3115,4057,3172,4121,true,removed
-1,CHESS2016_N94S_FL23_C__20160517215902.255GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215902.255GMT_THERM-16BIT.PNG,197883,Animal,Ringed Seal,100%,No,379,411,3532,3227,4044,3739,3706,3487,3783,3535,true,none
-1,CHESS2016_N94S_FL23_C__20160517215902.255GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215902.255GMT_THERM-16BIT.PNG,197884,Animal,Ringed Seal,100%,No,322,465,2940,3726,3452,4238,3114,4058,3173,4120,true,none
-1,CHESS2016_N94S_FL23_C__20160517215934.656GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517215934.656GMT_THERM-16BIT.PNG,197885,Animal,Bearded Seal,100%,No,620,453,5992,3884,6504,4396,6216,4092,6265,4209,true,none
-1,CHESS2016_N94S_FL23_C__20160517220024.116GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220024.116GMT_THERM-16BIT.PNG,197886,Duplicate,Bearded Seal,100%,No,519,110,4853,150,5365,662,5068,359,5139,468,true,none
-1,CHESS2016_N94S_FL23_C__20160517220024.826GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220024.826GMT_THERM-16BIT.PNG,197887,Animal,Bearded Seal,100%,No,493,435,4631,3461,5143,3973,4841,3674,4904,3781,true,none
-1,CHESS2016_N94S_FL23_C__20160517220220.914GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220220.914GMT_THERM-16BIT.PNG,197889,Animal,Bearded Seal,Guess,No,41,164,-243,1066,269,1578,1,1305,70,1360,true,off_edge
-1,CHESS2016_N94S_FL23_C__20160517220220.914GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220221.614GMT_THERM-16BIT.PNG,197890,Duplicate,Bearded Seal,Guess,No,12,496,-239,1061,273,1573,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517220354.480GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220354.480GMT_THERM-16BIT.PNG,197892,Animal,Ringed Seal,100%,No,139,157,812,915,1324,1427,1021,1153,1095,1193,true,none
-1,CHESS2016_N94S_FL23_C__20160517220359.704GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220358.683GMT_THERM-16BIT.PNG,197893,Duplicate,Ringed Seal,100%,No,67,19,-61,3467,451,3979,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517220359.704GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220359.704GMT_THERM-16BIT.PNG,197894,Animal,Ringed Seal,100%,No,54,413,-68,3489,444,4001,129,3699,179,3771,true,none
-1,CHESS2016_N94S_FL23_C__20160517220452.846GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220452.846GMT_THERM-16BIT.PNG,197896,Animal,Ringed Seal,100%,No,501,42,4665,-198,5177,314,4839,74,4872,151,true,none
-1,CHESS2016_N94S_FL23_C__20160517220545.422GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220545.422GMT_THERM-16BIT.PNG,197897,Animal,Ringed Seal,Likely,No,546,216,5115,1500,5627,2012,5317,1766,5397,1802,true,none
-1,CHESS2016_N94S_FL23_C__20160517220545.422GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220545.422GMT_THERM-16BIT.PNG,197898,Duplicate,Ringed Seal,Likely,No,427,93,3852,194,4364,706,4065,480,4118,539,true,none
-1,CHESS2016_N94S_FL23_C__20160517220545.422GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220545.422GMT_THERM-16BIT.PNG,197899,Animal,Ringed Seal,Likely,No,557,147,5221,793,5733,1305,5443,1022,5511,1080,true,none
-1,CHESS2016_N94S_FL23_C__20160517220546.275GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220546.275GMT_THERM-16BIT.PNG,197900,Animal,Ringed Seal,Likely,No,398,441,3605,3634,4117,4146,3840,3894,3899,3955,true,none
-1,CHESS2016_N94S_FL23_C__20160517220546.275GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220546.275GMT_THERM-16BIT.PNG,197901,Animal,Ringed Seal,Likely,No,510,477,4807,4047,5319,4559,5045,4282,5098,4329,true,none
-1,CHESS2016_N94S_FL23_C__20160517220554.006GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220554.006GMT_THERM-16BIT.PNG,197902,Duplicate,Ringed Seal,100%,No,243,170,1906,1094,2418,1606,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517220554.006GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220554.006GMT_THERM-16BIT.PNG,197903,Duplicate,Ringed Seal,Likely,No,249,179,1965,1224,2477,1736,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517220554.006GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220554.683GMT_THERM-16BIT.PNG,197904,Animal,Ringed Seal,100%,No,220,492,1935,1123,2447,1635,2115,1382,2196,1414,true,none
-1,CHESS2016_N94S_FL23_C__20160517220554.006GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220554.683GMT_THERM-16BIT.PNG,197905,Animal,Ringed Seal,Likely,No,225,500,1965,1166,2477,1678,2167,1470,2249,1506,true,none
-1,CHESS2016_N94S_FL23_C__20160517220601.236GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220601.236GMT_THERM-16BIT.PNG,197906,Animal,Bearded Seal,100%,No,493,237,4578,1471,5090,1983,4794,1676,4852,1810,true,none
-1,CHESS2016_N94S_FL23_C__20160517220601.236GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220601.236GMT_THERM-16BIT.PNG,197907,Animal,Bearded Seal,100%,No,440,244,4013,1563,4525,2075,4235,1765,4314,1879,true,none
-1,CHESS2016_N94S_FL23_C__20160517220607.397GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220607.397GMT_THERM-16BIT.PNG,197908,Animal,Bearded Seal,100%,No,350,147,3053,673,3565,1185,3252,872,3333,1006,true,none
-1,CHESS2016_N94S_FL23_C__20160517220608.167GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220608.167GMT_THERM-16BIT.PNG,197909,Duplicate,Bearded Seal,100%,No,329,468,2879,4069,3391,4581,3082,4281,3153,4379,true,none
-1,CHESS2016_N94S_FL23_C__20160517220651.501GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220651.501GMT_THERM-16BIT.PNG,197914,Animal,Ringed Seal,100%,No,245,227,1932,1156,2444,1668,2180,1390,2239,1451,true,none
-1,CHESS2016_N94S_FL23_C__20160517220703.211GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220702.339GMT_THERM-16BIT.PNG,197915,Duplicate,Ringed Seal,Likely,No,182,34,1050,2676,1562,3188,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517220703.211GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220703.211GMT_THERM-16BIT.PNG,197916,Animal,Ringed Seal,Likely,No,160,324,1033,2671,1545,3183,1275,2896,1303,2955,true,none
-1,CHESS2016_N94S_FL23_C__20160517220717.486GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220717.486GMT_THERM-16BIT.PNG,197919,Animal,Ringed Seal,100%,No,244,161,1965,745,2477,1257,2161,978,2241,1017,true,none
-1,CHESS2016_N94S_FL23_C__20160517220717.486GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220718.339GMT_THERM-16BIT.PNG,197920,Duplicate,Ringed Seal,100%,No,219,456,1942,736,2454,1248,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517220745.155GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220745.155GMT_THERM-16BIT.PNG,197921,Animal,Bearded Seal,100%,No,441,404,4026,3155,4538,3667,4238,3365,4292,3483,true,none
-1,CHESS2016_N94S_FL23_C__20160517220819.005GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220819.005GMT_THERM-16BIT.PNG,197927,Animal,Bearded Seal,100%,No,385,405,3439,3304,3951,3816,3616,3514,3724,3605,true,none
-1,CHESS2016_N94S_FL23_C__20160517220819.005GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220819.005GMT_THERM-16BIT.PNG,197928,Animal,Bearded Seal,100%,No,340,371,2930,2948,3442,3460,3131,3153,3231,3240,true,none
-1,CHESS2016_N94S_FL23_C__20160517220819.005GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220819.005GMT_THERM-16BIT.PNG,197929,Animal,Bearded Seal,100%,No,338,322,2914,2424,3426,2936,3134,2629,3196,2751,true,none
-1,CHESS2016_N94S_FL23_C__20160517220846.592GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517220846.592GMT_THERM-16BIT.PNG,197930,Animal,Bearded Seal,100%,No,455,400,4217,3243,4729,3755,4456,3458,4506,3573,true,none
-1,CHESS2016_N94S_FL23_C__20160517221000.284GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221000.284GMT_THERM-16BIT.PNG,197931,Animal,Walrus,NA,No,0,0,4237,1949,4749,2461,-1,-1,-1,-1,false,none
-1,CHESS2016_N94S_FL23_C__20160517221149.223GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221149.223GMT_THERM-16BIT.PNG,197932,Animal,Bearded Seal,100%,No,453,88,4093,147,4605,659,4272,245,4405,340,true,none
-1,CHESS2016_N94S_FL23_C__20160517221151.066GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221151.066GMT_THERM-16BIT.PNG,197933,Animal,Bearded Seal,100%,No,334,194,2850,876,3362,1388,3022,1069,3114,1164,true,none
-1,CHESS2016_N94S_FL23_C__20160517221152.900GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221151.780GMT_THERM-16BIT.PNG,197934,Duplicate,Bearded Seal,100%,No,261,70,1867,3851,2379,4363,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517221152.900GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221152.900GMT_THERM-16BIT.PNG,197935,Animal,Bearded Seal,100%,No,237,448,1863,3837,2375,4349,2072,4080,2187,4141,true,none
-1,CHESS2016_N94S_FL23_C__20160517221229.511GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221228.612GMT_THERM-16BIT.PNG,197937,Duplicate,Bearded Seal,100%,No,475,87,4169,4088,4681,4600,4371,4303,4454,4385,true,none
-1,CHESS2016_N94S_FL23_C__20160517221229.511GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221229.511GMT_THERM-16BIT.PNG,197938,Animal,Bearded Seal,100%,No,452,472,4215,4241,4727,4753,-1,-1,-1,-1,false,none
-1,CHESS2016_N94S_FL23_C__20160517221250.171GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221250.171GMT_THERM-16BIT.PNG,197939,Animal,Bearded Seal,100%,No,260,174,2019,981,2531,1493,2294,1235,2399,1283,true,none
-1,CHESS2016_N94S_FL23_C__20160517221250.171GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221250.861GMT_THERM-16BIT.PNG,197940,Duplicate,Bearded Seal,100%,No,242,462,2095,992,2607,1504,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517221353.538GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221353.538GMT_THERM-16BIT.PNG,197944,Animal,Bearded Seal,100%,No,541,329,5129,2458,5641,2970,5317,2682,5414,2770,true,none
-1,CHESS2016_N94S_FL23_C__20160517221405.497GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221405.497GMT_THERM-16BIT.PNG,197946,Animal,Bearded Seal,100%,No,139,259,847,1935,1359,2447,1033,2140,1144,2230,true,none
-1,CHESS2016_N94S_FL23_C__20160517221406.526GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221405.497GMT_THERM-16BIT.PNG,197947,Duplicate,Bearded Seal,100%,No,433,46,3607,3955,4119,4467,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517221406.526GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221406.526GMT_THERM-16BIT.PNG,197948,Animal,Bearded Seal,100%,No,398,467,3619,3924,4131,4436,3831,4143,3894,4260,true,none
-1,CHESS2016_N94S_FL23_C__20160517221415.795GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221415.135GMT_THERM-16BIT.PNG,197949,Duplicate,Bearded Seal,100%,No,155,14,658,2618,1170,3130,-1,-1,-1,-1,true,removed
-1,CHESS2016_N94S_FL23_C__20160517221415.795GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221415.795GMT_THERM-16BIT.PNG,197950,Animal,Bearded Seal,100%,No,117,354,658,2603,1170,3115,863,2842,949,2926,true,none
-1,CHESS2016_N94S_FL23_C__20160517221720.285GMT_COLOR-8-BIT.JPG,CHESS2016_N94S_FL23_C__20160517221720.285GMT_THERM-16BIT.PNG,197951,Animal,Bearded Seal,100%,No,145,214,905,1355,1417,1867,1079,1578,1193,1689,true,none
